venue_id,venue_name,normalized_name,name_type,valid_from,valid_to,date_precision,source_basis,notes
VEN-000155,Vanderbilt Old Gym,vanderbiltoldgym,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000156,Old Patton Gymnasium,oldpattongymnasium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000157,Omni Coliseum,omnicoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000158,Orlando Arena,orlandoarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000159,Palestra,palestra,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000159,The Palestra,thepalestra,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000160,Patton Gymnasium,pattongymnasium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000161,Pauley Pavilion,pauleypavilion,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000162,Paycom Center,paycomcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000163,Pete Maravich Assembly Center,petemaravichassemblycenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000164,Petersen Events Center,peterseneventscenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000165,Pinnacle Bank Arena,pinnaclebankarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000166,Pontiac Silverdome,pontiacsilverdome,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000167,PPG Paints Arena,ppgpaintsarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000168,Prairie Capital Convention Center,prairiecapitalconventioncenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000169,Propst Arena,propstarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000170,Prudential Center,prudentialcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000171,Reed Arena,reedarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000172,Reliant Stadium,reliantstadium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000173,Reunion Arena,reunionarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000174,Reynolds Coliseum,reynoldscoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000175,Richmond Coliseum,richmondcoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000176,Riverfront Coliseum,riverfrontcoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000177,Roberts Municipal Stadium,robertsmunicipalstadium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000178,Robinson Gymnasium,robinsongymnasium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000179,Rocket Arena,rocketarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000180,Rothwell Gymnasium,rothwellgymnasium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000181,Rupp Arena,rupparena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000182,San Diego Sports Arena,sandiegosportsarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000183,SAP Center,sapcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000184,Schmidt Gymnasium,schmidtgymnasium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000185,Simmons Bank Arena,simmonsbankarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000186,Assembly Hall,assemblyhall,PROJECT_DISPLAY,,,,Owner-directed Indiana project display convention during Team #15 onboarding.,
VEN-000187,SJB Pavilion,sjbpavilion,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000187,The Sandy and John Black Pavilion at Ole Miss,thesandyandjohnblackpavilionatolemiss,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000188,Smoothie King Center,smoothiekingcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000189,Snow Hall,snowhall,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000190,Spectrum Center,spectrumcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000191,Sports and Fitness Center,sportsandfitnesscenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000192,St. John Arena,stjohnarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000193,St. Louis Arena,stlouisarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000194,Stan Sheriff Center,stansheriffcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000195,State Farm Arena,statefarmarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000196,Assembly Hall,assemblyhall,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000196,State Farm Center,statefarmcenter,HISTORICAL_OR_CURRENT_LEGAL,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000197,State Farm Stadium,statefarmstadium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000198,Stegeman Coliseum,stegemancoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000199,Armory Fieldhouse,armoryfieldhouse,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000199,Armory-Fieldhouse,armoryfieldhouse,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000199,Armory-Fieldhouse / Stokely Athletics Center,armoryfieldhousestokelyathleticscenter,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000199,Stokely Athletics Center,stokelyathleticscenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000200,Stokley Athletics Center,stokleyathleticscenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000201,T-Mobile Arena,tmobilearena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000202,Sprint Center,sprintcenter,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000202,T-Mobile Center,tmobilecenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000203,TD Garden,tdgarden,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000204,The Dome at America's Center,thedomeatamericascenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000205,The Greenbrier,thegreenbrier,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000206,The Palace of Auburn Hills,thepalaceofauburnhills,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000187,The Pavilion at Ole Miss,thepavilionatolemiss,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.; Ole Miss onboarding physical-venue deduplication: VEN-000207 merged into VEN-000187.,
VEN-000208,The Pit,thepit,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000209,The Spectrum,thespectrum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000210,The Summit,thesummit,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000211,Food City Arena,foodcityarena,HISTORICAL_OR_CURRENT_LEGAL,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000211,Food City Center,foodcitycenter,HISTORICAL_OR_CURRENT_LEGAL,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000211,Thompson-Boling Arena,thompsonbolingarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000211,Thompson-Boling Arena at Food City Center,thompsonbolingarenaatfoodcitycenter,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000211,Thompson–Boling Arena,thompsonbolingarena,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000212,Titan Gym,titangym,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000213,Toyota Center,toyotacenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000214,Tropicana Field,tropicanafield,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000215,Tulane Gym,tulanegym,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000216,UNF Arena,unfarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000217,United Center,unitedcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000218,United Supermarkets Arena,unitedsupermarketsarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000219,University Armory,universityarmory,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000220,The Gym,thegym,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000220,University Gymnasium,universitygymnasium,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000221,University of Dayton Arena,universityofdaytonarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000222,US Bank Stadium,usbankstadium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000223,UT YMCA Gymnasium,utymcagymnasium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000224,UW-Milwaukee Panther Arena,uwmilwaukeepantherarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000225,Value City Arena,valuecityarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000226,Viejas Arena,viejasarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000227,VyStar Veterans Memorial Arena,vystarveteransmemorialarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000228,Wells Fargo Arena,wellsfargoarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000229,McGaw Memorial Hall,mcgawmemorialhall,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000229,Welsh-Ryan Arena,welshryanarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000230,Williams Arena,williamsarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000231,Wintrust Arena,wintrustarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000232,Wisconsin Field House,wisconsinfieldhouse,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000233,Wolstein Center,wolsteincenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000234,Worcester Centrum,worcestercentrum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000235,WVU Coliseum,wvucoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000236,Xfinity Center,xfinitycenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000237,Xfinity Mobile Arena,xfinitymobilearena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000238,Yuengling Center,yuenglingcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000039,Levitt Arena,levittarena,HISTORICAL_OR_ALIAS,,,,Wichita State Athletics facility history.,Same physical Wichita State arena now registered as Charles Koch Arena.
VEN-000076,First Horizon Coliseum,firsthorizoncoliseum,HISTORICAL_OR_CURRENT_LEGAL,,,,City of Greensboro naming-rights announcement.,Greensboro Coliseum renamed First Horizon Coliseum in 2024.
VEN-000227,Jacksonville Veterans Memorial Arena,jacksonvilleveteransmemorialarena,HISTORICAL_OR_ALIAS,,,,City of Jacksonville arena history and 2019 naming-rights record.,Same physical arena later named VyStar Veterans Memorial Arena.
VEN-000146,The Myriad,themyriad,HISTORICAL_OR_ALIAS,,,,Ole Miss NCAA-site research.,
VEN-000239,Original Gym,originalgym,PROJECT_DISPLAY,,,,Ole Miss historical facilities research during Team #13 onboarding.,
VEN-000240,Tad Smith Coliseum,tadsmithcoliseum,PROJECT_DISPLAY,,,,Ole Miss Athletics facility history.,
VEN-000241,Mellon Arena,mellonarena,PROJECT_DISPLAY,,,,Ole Miss NCAA Tournament site research; Pittsburgh Penguins arena history.,
VEN-000241,Civic Arena,civicarena,HISTORICAL_OR_ALIAS,,,,Pittsburgh Penguins arena history.,
VEN-000242,Acrisure Arena,acrisurearena,PROJECT_DISPLAY,,,,Owner-supplied completed 2025-26 Ole Miss results table.,
VEN-000243,Mississippi Coast Coliseum,mississippicoastcoliseum,PROJECT_DISPLAY,,,,Owner-supplied completed 2025-26 Ole Miss results table.,
VEN-000244,Cadence Bank Arena,cadencebankarena,PROJECT_DISPLAY,,,,Owner-supplied completed 2025-26 Ole Miss results table.,
VEN-000245,Old Gym,oldgym,PROJECT_DISPLAY,1929,,YEAR,Ole Miss Athletics historical facilities research.,Ole Miss historical Oxford home facility.
VEN-000246,Atlanta Athletic Club,atlantaathleticclub,PROJECT_DISPLAY,,,,Mississippi State onboarding source package and owner-approved venue/tournament history.,
VEN-000247,Huey Long Field House,hueylongfieldhouse,PROJECT_DISPLAY,,,,Mississippi State onboarding source package and owner-approved venue/tournament history.,
VEN-000248,Jefferson County Armory,jeffersoncountyarmory,PROJECT_DISPLAY,,,,Mississippi State onboarding source package and owner-approved venue/tournament history.,
VEN-000249,McCamish Pavilion,mccamishpavilion,PROJECT_DISPLAY,,,,Mississippi State onboarding source package and owner-approved venue/tournament history.,
VEN-000250,McCarthy Gymnasium,mccarthygymnasium,PROJECT_DISPLAY,,,,Mississippi State onboarding source package and owner-approved venue/tournament history.,
VEN-000250,New Gym,newgym,ALIAS,,,,Mississippi State official historical venue evidence.,
VEN-000251,Sanford Pentagon,sanfordpentagon,PROJECT_DISPLAY,,,,Mississippi State onboarding source package and owner-approved venue/tournament history.,
VEN-000252,Tin Gym,tingym,PROJECT_DISPLAY,,,,Mississippi State onboarding source package and owner-approved venue/tournament history.,
VEN-000186,Simon Skjodt Assembly Hall,simonskjodtassemblyhall,HISTORICAL_OR_ALIAS,,,,Owner-directed Indiana project display convention during Team #15 onboarding.,Former project display retained as alias.
VEN-000253,Old Assembly Hall,oldassemblyhall,PROJECT_DISPLAY,,,,Indiana official historical/game/postseason evidence and established physical-site research.,Indiana Team #15 onboarding foundation addition.
VEN-000254,Men's Gymnasium,mensgymnasium,PROJECT_DISPLAY,,,,Indiana official historical/game/postseason evidence and established physical-site research.,Indiana Team #15 onboarding foundation addition.
VEN-000255,IU Fieldhouse,iufieldhouse,PROJECT_DISPLAY,,,,Indiana official historical/game/postseason evidence and established physical-site research.,Indiana Team #15 onboarding foundation addition.
VEN-000256,New IU Fieldhouse,newiufieldhouse,PROJECT_DISPLAY,,,,Indiana official historical/game/postseason evidence and established physical-site research.,Indiana Team #15 onboarding foundation addition.
VEN-000257,XL Center,xlcenter,PROJECT_DISPLAY,,,,Indiana official historical/game/postseason evidence and established physical-site research.,Indiana Team #15 onboarding foundation addition.
VEN-000258,McGaw Memorial Hall,mcgawmemorialhall,PROJECT_DISPLAY,,,,Indiana official historical/game/postseason evidence and established physical-site research.,Indiana Team #15 onboarding foundation addition.
VEN-000259,Capital Centre,capitalcentre,PROJECT_DISPLAY,,,,Indiana official historical/game/postseason evidence and established physical-site research.,Indiana Team #15 onboarding foundation addition.
VEN-000260,Target Center,targetcenter,PROJECT_DISPLAY,,,,Indiana official historical/game/postseason evidence and established physical-site research.,Indiana Team #15 onboarding foundation addition.
VEN-000261,Crisler Center,crislercenter,PROJECT_DISPLAY,,,,Indiana official historical/game/postseason evidence and established physical-site research.,Indiana Team #15 onboarding foundation addition.
VEN-000262,Military Hall and Gymnasium,militaryhallandgymnasium,PROJECT_DISPLAY,,,,Purdue Athletics historical home-court evidence.,Purdue Team #16 onboarding foundation addition.
VEN-000263,Lafayette Coliseum,lafayettecoliseum,PROJECT_DISPLAY,,,,Purdue Athletics historical home-court evidence.,Purdue Team #16 onboarding foundation addition.
VEN-000264,Memorial Gymnasium,memorialgymnasium,PROJECT_DISPLAY,,,,Purdue Athletics historical home-court evidence.,Purdue Team #16 onboarding foundation addition.
VEN-000265,Old Lafayette Jefferson High School Gymnasium,oldlafayettejeffersonhighschoolgymnasium,PROJECT_DISPLAY,,,,Purdue Athletics historical home-court evidence.,Purdue Team #16 onboarding foundation addition.
VEN-000266,Lambert Fieldhouse,lambertfieldhouse,PROJECT_DISPLAY,,,,Purdue Athletics historical home-court evidence.,Purdue Team #16 onboarding foundation addition.
VEN-000267,Baha Mar Convention Center,bahamarconventioncenter,PROJECT_DISPLAY,,,,Owner-supplied completed 2025-26 Purdue results table.,Purdue Team #16 onboarding foundation addition.
VEN-000268,Old LSU Pavilion,oldlsupavilion,PROJECT_DISPLAY,,,,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,Historical primary-home relationship; chronology used only after independent home classification.
VEN-000269,LSU Gym/Armory,lsugymarmory,PROJECT_DISPLAY,,,,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,"Historical primary-home relationship; chronology used only after independent home classification. Distinct physical building from Huey Long Field House; LSU publications sometimes conflate the names, while LSU institutional building history distinguishes them."
VEN-000270,John M. Parker Agricultural Coliseum,johnmparkeragriculturalcoliseum,PROJECT_DISPLAY,,,,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,Historical primary-home relationship; chronology used only after independent home classification.
VEN-000271,Raider Arena,raiderarena,PROJECT_DISPLAY,,,,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry.
VEN-000272,Conte Forum,conteforum,PROJECT_DISPLAY,,,,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry.
VEN-000273,UNT Coliseum,untcoliseum,PROJECT_DISPLAY,,,,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry.
VEN-000274,Atlanta Municipal Auditorium,atlantamunicipalauditorium,PROJECT_DISPLAY,,,,Owner-supplied Conference Tournament Site Reference; LSU Team #17 onboarding research.,Project display identity for historical Atlanta Municipal Auditorium.
VEN-000270,Cow Palace,cowpalace,SOURCE_ALIAS,,,,LSU Team #17 onboarding source package and LSU Athletics historical venue evidence.,Historical nickname/alias for John M. Parker Agricultural Coliseum.
VEN-000163,LSU Assembly Center,lsuassemblycenter,SOURCE_ALIAS,,,,LSU Team #17 onboarding source package and LSU Athletics historical venue evidence.,Historical name/alias for the Pete Maravich Assembly Center.
